time_ms,depth_m,gas_idx,pa
513058,91.713,0,1018107.7
518158,91.631,0,1017288.9
523258,91.550,0,1016473.9
528358,91.463,0,1015599.9
533458,91.377,0,1014736.6
538558,91.286,0,1013817.4
543658,91.196,0,1012915.6
548758,91.102,0,1011961.6
553858,91.009,0,1011031.6
558958,90.912,0,1010053.7
564058,90.818,0,1009106.0
569158,90.719,0,1008115.4
579358,90.526,0,1006168.8
589603,90.333,0,1004236.2
594703,90.237,0,1003263.4
599803,90.145,0,1002339.6
604903,90.051,0,1001393.4
610003,89.962,0,1000500.5
615103,89.872,0,999591.8
620203,89.787,0,998739.9
625303,89.701,0,997879.1
630403,89.622,0,997077.9
635503,89.542,0,996274.7
640603,89.468,0,995533.4
650803,89.328,0,994124.1
655903,89.262,0,993462.9
661003,89.203,0,992866.1
666103,89.145,0,992287.6
671203,89.094,0,991773.6
676303,89.046,0,991284.4
681403,89.003,0,990859.0
686503,88.964,0,990464.8
691603,88.931,0,990132.9
696703,88.902,0,989838.0
701803,88.879,0,989603.5
706903,88.859,0,989411.4
712003,88.846,0,989276.8
717103,88.837,0,989189.6
722203,88.834,0,989156.6
727303,88.836,0,989175.4
737503,88.855,0,989368.7
742603,88.872,0,989538.8
747703,88.895,0,989767.4
752803,88.922,0,990036.7
757903,88.954,0,990367.1
763003,88.991,0,990732.4
768103,89.033,0,991160.8
773203,89.079,0,991618.0
778303,89.131,0,992139.4
783403,89.185,0,992683.4
788503,89.245,0,993291.9
798703,89.376,0,994605.1
803803,89.445,0,995303.0
808903,89.521,0,996064.0
814003,89.597,0,996827.4
819103,89.679,0,997652.0
824203,89.760,0,998472.2
829303,89.848,0,999351.1
834403,89.934,0,1000218.6
839503,90.026,0,1001141.6
844603,90.116,0,1002046.7
849703,90.211,0,1003003.5
854803,90.304,0,1003935.8
859903,90.401,0,1004915.4
865003,90.495,0,1005864.2
870103,90.594,0,1006855.4
875203,90.256,0,1003453.1
880303,89.339,0,994239.7
885474,88.433,0,985123.4
890574,87.496,0,975696.0
895693,86.553,0,966214.9
900793,85.641,0,957041.8
905938,84.688,0,947452.9
911038,83.761,0,938133.4
916138,82.796,0,928429.2
921277,81.821,0,918617.4
926396,80.869,0,909048.4
931515,79.880,0,899094.5
936634,78.913,0,889372.5
941773,77.901,0,879197.9
946873,76.919,0,869313.4
951973,75.881,0,858883.1
957092,74.835,0,848353.4
962192,73.805,0,838000.9
967292,72.727,0,827154.2
972392,71.663,0,816457.6
977492,70.548,0,805244.1
982592,69.445,0,794151.1
987712,68.289,0,782515.4
992832,67.126,0,770820.4
997952,65.904,0,758536.4
1003052,64.686,0,746286.1
1008172,63.371,0,733060.4
1013272,62.051,0,719784.9
1018392,60.622,0,705403.9
1023492,59.114,0,690239.4
1028682,57.496,0,673971.7
1033782,55.773,0,656640.1
1038882,53.835,0,637143.4
1044002,51.684,0,615511.9
1049122,49.118,0,589702.4
1054222,45.968,0,558019.7
1059342,41.657,0,514665.9
1064462,34.904,0,446740.1
1069583,27.623,0,373510.0
1074683,27.623,0,373510.0
1079783,27.623,0,373510.0
1084883,27.623,0,373510.0
1089983,27.623,0,373510.0
1095083,27.623,0,373510.0
1100183,27.623,0,373510.0
1105283,27.623,0,373510.0
1110383,27.623,0,373510.0
1115483,27.623,0,373510.0
1120583,27.623,0,373510.0
1125683,27.623,0,373510.0
1130783,27.623,0,373510.0
1135883,27.623,0,373510.0
1140983,27.623,0,373510.0
1146083,27.623,0,373510.0
1151183,27.623,0,373510.0
1156283,27.623,0,373510.0
1161383,27.623,0,373510.0
1166483,27.623,0,373510.0
1171583,27.623,0,373510.0
1176683,27.623,0,373510.0
1181783,27.623,0,373510.0
1186883,24.601,0,343120.0
1191983,24.601,0,343120.0
1197083,24.601,0,343120.0
1202183,24.601,0,343120.0
1207283,24.601,0,343120.0
1212383,24.601,0,343120.0
1217483,24.601,0,343120.0
1222583,24.601,0,343120.0
1227683,24.601,0,343120.0
1232783,24.601,0,343120.0
1237883,24.601,0,343120.0
1242983,24.601,0,343120.0
1248083,24.601,0,343120.0
1253183,24.601,0,343120.0
1258283,24.601,0,343120.0
1263383,24.601,0,343120.0
1268483,24.601,0,343120.0
1273583,24.601,0,343120.0
1278683,24.601,0,343120.0
1283783,24.601,0,343120.0
1288883,24.601,0,343120.0
1293983,24.601,0,343120.0
1299083,24.601,0,343120.0
1304183,24.601,0,343120.0
1309283,24.601,0,343120.0
1314383,21.579,0,312730.0
1319483,21.579,0,312730.0
1324583,21.579,0,312730.0
1329683,21.579,0,312730.0
1334783,21.579,0,312730.0
1339883,21.579,0,312730.0
1350083,21.579,0,312730.0
1355183,21.579,0,312730.0
1360283,21.579,0,312730.0
1365383,21.579,0,312730.0
1370483,21.579,0,312730.0
1375583,21.579,0,312730.0
1380683,21.579,0,312730.0
1385783,21.579,0,312730.0
1390883,21.579,0,312730.0
1395983,21.579,0,312730.0
1401083,21.579,0,312730.0
1406183,21.579,0,312730.0
1411283,21.579,0,312730.0
1416383,21.579,0,312730.0
1421483,21.579,0,312730.0
1426583,21.579,0,312730.0
1431683,21.579,0,312730.0
1436783,21.579,0,312730.0
1441883,21.579,0,312730.0
1446983,21.579,0,312730.0
1452090,18.558,0,282340.0
1457190,18.558,0,282340.0
1462290,18.558,0,282340.0
1467390,18.558,0,282340.0
1472490,18.558,0,282340.0
1477590,18.558,0,282340.0
1482690,18.558,0,282340.0
1487790,18.558,0,282340.0
1492890,18.558,0,282340.0
1497990,18.558,0,282340.0
1503090,18.558,0,282340.0
1508190,18.558,0,282340.0
1513290,18.558,0,282340.0
1518390,18.558,0,282340.0
1523490,18.558,0,282340.0
1528590,18.558,0,282340.0
1533690,18.558,0,282340.0
1538790,18.558,0,282340.0
1543890,18.558,0,282340.0
1548990,18.558,0,282340.0
1554090,18.558,0,282340.0
1559190,18.558,0,282340.0
1564290,18.558,0,282340.0
1569390,18.558,0,282340.0
1574490,18.558,0,282340.0
1579590,18.558,0,282340.0
1584690,18.558,0,282340.0
1589790,15.536,0,251950.0
1594890,15.536,0,251950.0
1605090,15.536,0,251950.0
1610190,15.536,0,251950.0
1615290,15.536,0,251950.0
1620390,15.536,0,251950.0
1625490,15.536,0,251950.0
1630590,15.536,0,251950.0
1635690,15.536,0,251950.0
1640790,15.536,0,251950.0
1645890,15.536,0,251950.0
1650990,15.536,0,251950.0
1656090,15.536,0,251950.0
1661190,15.536,0,251950.0
1666290,15.536,0,251950.0
1671390,15.536,0,251950.0
1676490,15.536,0,251950.0
1681590,15.536,0,251950.0
1686690,15.536,0,251950.0
1691790,15.536,0,251950.0
1696890,15.536,0,251950.0
1701990,15.536,0,251950.0
1707090,15.536,0,251950.0
1712190,15.536,0,251950.0
1722390,15.536,0,251950.0
1727490,15.536,0,251950.0
1732590,12.515,0,221560.0
1737690,12.515,0,221560.0
1742790,12.515,0,221560.0
1747890,12.515,0,221560.0
1752990,12.515,0,221560.0
1758090,12.515,0,221560.0
1763190,12.515,0,221560.0
1768290,12.515,0,221560.0
1773390,12.515,0,221560.0
1778490,12.515,0,221560.0
1783590,12.515,0,221560.0
1788690,12.515,0,221560.0
1793790,12.515,0,221560.0
1803990,12.515,0,221560.0
1809090,12.515,0,221560.0
1814190,12.515,0,221560.0
1819290,12.515,0,221560.0
1824390,12.515,0,221560.0
1829490,12.515,0,221560.0
1834590,12.515,0,221560.0
1839690,12.515,0,221560.0
1844790,12.515,0,221560.0
1849890,12.515,0,221560.0
1854990,12.515,0,221560.0
1860090,12.515,0,221560.0
1865190,12.515,0,221560.0
1870290,12.515,0,221560.0
1880490,12.515,0,221560.0
1885590,9.493,0,191170.0
1890690,9.493,0,191170.0
1895790,9.493,0,191170.0
1900890,9.493,0,191170.0
1905990,9.493,0,191170.0
1911090,9.493,0,191170.0
1916190,9.493,0,191170.0
1921290,9.493,0,191170.0
1926390,9.493,0,191170.0
1936590,9.493,0,191170.0
1941690,9.493,0,191170.0
1946790,9.493,0,191170.0
1951890,9.493,0,191170.0
1956993,9.493,0,191170.0
1962093,9.493,0,191170.0
1967193,9.493,0,191170.0
1972293,9.493,0,191170.0
1977393,9.493,0,191170.0
1982493,9.493,0,191170.0
1987593,9.493,0,191170.0
1992693,9.493,0,191170.0
1997793,9.493,0,191170.0
2002893,9.493,0,191170.0
2007993,9.493,0,191170.0
2013093,9.493,0,191170.0
2018193,9.493,0,191170.0
2023293,9.493,0,191170.0
2028393,9.493,0,191170.0
2033493,9.493,0,191170.0
2038593,9.493,0,191170.0
2043693,9.493,0,191170.0
2048793,9.493,0,191170.0
2053893,9.493,0,191170.0
2058993,9.493,0,191170.0
2064093,9.493,0,191170.0
2074293,9.493,0,191170.0
2079393,9.493,0,191170.0
2084493,9.493,0,191170.0
2089593,9.493,0,191170.0
2094693,9.493,0,191170.0
2099793,9.493,0,191170.0
2104893,9.493,0,191170.0
2109993,9.493,0,191170.0
2115093,9.493,0,191170.0
2120193,9.493,0,191170.0
2125293,9.493,0,191170.0
2130393,9.493,0,191170.0
2135493,9.493,0,191170.0
2140593,9.493,0,191170.0
2145693,9.493,0,191170.0
2150793,9.493,0,191170.0
2155893,9.493,0,191170.0
2160993,9.493,0,191170.0
2166093,9.493,0,191170.0
2171193,9.493,0,191170.0
2176293,9.493,0,191170.0
2181393,9.493,0,191170.0
2186493,9.493,0,191170.0
2191593,6.472,0,160780.0
2196693,6.472,0,160780.0
2201793,6.472,0,160780.0
2206893,6.472,0,160780.0
2211993,6.472,0,160780.0
2217093,6.472,0,160780.0
2222193,6.472,0,160780.0
2227293,6.472,0,160780.0
2232393,6.472,0,160780.0
2237493,6.472,0,160780.0
2242593,6.472,0,160780.0
2247693,6.472,0,160780.0
2252793,6.472,0,160780.0
2257893,6.472,0,160780.0
2268093,6.472,0,160780.0
2273193,6.472,0,160780.0
2278293,6.472,0,160780.0
2283393,6.472,0,160780.0
2288493,6.472,0,160780.0
2293593,6.472,0,160780.0
2298693,6.472,0,160780.0
2303793,6.472,0,160780.0
2308893,6.472,0,160780.0
2313993,6.472,0,160780.0
2319093,6.472,0,160780.0
2324193,6.472,0,160780.0
2329293,6.472,0,160780.0
2334393,6.472,0,160780.0
2339493,6.472,0,160780.0
2344593,6.472,0,160780.0
2349693,6.472,0,160780.0
2354793,6.472,0,160780.0
2359893,6.472,0,160780.0
2364993,6.472,0,160780.0
2370093,6.472,0,160780.0
2375193,6.472,0,160780.0
2380293,6.472,0,160780.0
2385393,6.472,0,160780.0
2390493,6.472,0,160780.0
2395593,6.472,0,160780.0
2400693,6.472,0,160780.0
2405793,6.472,0,160780.0
2410893,6.472,0,160780.0
2415993,6.472,0,160780.0
2421093,6.472,0,160780.0
2426193,6.472,0,160780.0
2431293,6.472,0,160780.0
2436393,6.472,0,160780.0
2441493,6.472,0,160780.0
2446593,6.472,0,160780.0
2451693,6.472,0,160780.0
2456793,6.472,0,160780.0
2461893,6.472,0,160780.0
2466993,6.472,0,160780.0
2472093,6.472,0,160780.0
2477193,6.472,0,160780.0
2482293,6.472,0,160780.0
2487393,6.472,0,160780.0
2492493,6.472,0,160780.0
2497597,6.472,0,160780.0
2502697,6.472,0,160780.0
2507797,6.472,0,160780.0
2512897,6.472,0,160780.0
2517997,6.472,0,160780.0
2523097,6.472,0,160780.0
2528197,6.472,0,160780.0
2533297,6.472,0,160780.0
2538397,6.472,0,160780.0
2543497,6.472,0,160780.0
2548597,6.472,0,160780.0
2553697,6.472,0,160780.0
2558797,6.472,0,160780.0
2563897,6.472,0,160780.0
2568997,6.472,0,160780.0
2574097,6.472,0,160780.0
2579197,6.472,0,160780.0
2589397,6.472,0,160780.0
2594497,6.472,0,160780.0
2604697,6.472,0,160780.0
2609797,6.472,0,160780.0
2614897,6.472,0,160780.0
2619997,6.472,0,160780.0
2625097,6.472,0,160780.0
2630197,6.472,0,160780.0
2635297,6.472,0,160780.0
2645497,6.472,0,160780.0
2650597,6.472,0,160780.0
2655697,6.472,0,160780.0
2660797,6.472,0,160780.0
2670997,6.472,0,160780.0
2691397,3.450,0,130390.0
2696497,3.450,0,130390.0
2701597,3.450,0,130390.0
2706697,3.450,0,130390.0
2711797,3.450,0,130390.0
2716897,3.450,0,130390.0
2721997,3.450,0,130390.0
2727097,3.450,0,130390.0
2732197,3.450,0,130390.0
2737297,3.450,0,130390.0
2742397,3.450,0,130390.0
2747497,3.450,0,130390.0
2752597,3.450,0,130390.0
2757697,3.450,0,130390.0
2762797,3.450,0,130390.0
2767897,3.450,0,130390.0
2772997,3.450,0,130390.0
2783197,3.450,0,130390.0
2788297,3.450,0,130390.0
2793397,3.450,0,130390.0
2798497,3.450,0,130390.0
2803597,3.450,0,130390.0
2808697,3.450,0,130390.0
2813797,3.450,0,130390.0
2818897,3.450,0,130390.0
2824000,3.450,0,130390.0
2829100,3.450,0,130390.0
2834200,3.450,0,130390.0
2839300,3.450,0,130390.0
2844400,3.450,0,130390.0
2854600,3.450,0,130390.0
2859700,3.450,0,130390.0
2864800,3.450,0,130390.0
2869900,3.450,0,130390.0
2875000,3.450,0,130390.0
2885200,3.450,0,130390.0
2890300,3.450,0,130390.0
2895400,3.450,0,130390.0
2905600,3.450,0,130390.0
2910700,3.450,0,130390.0
2915800,3.450,0,130390.0
2920900,3.450,0,130390.0
2926000,3.450,0,130390.0
2931100,3.450,0,130390.0
2936200,3.450,0,130390.0
2941300,3.450,0,130390.0
2946400,3.450,0,130390.0
2951500,3.450,0,130390.0
2956600,3.450,0,130390.0
2961700,3.450,0,130390.0
2966800,3.450,0,130390.0
2971900,3.450,0,130390.0
2977000,3.450,0,130390.0
2982100,3.450,0,130390.0
2987200,3.450,0,130390.0
2992300,3.450,0,130390.0
2997400,3.450,0,130390.0
3002500,3.450,0,130390.0
3007600,3.450,0,130390.0
3012700,3.450,0,130390.0
3017800,3.450,0,130390.0
3022900,3.450,0,130390.0
3028000,3.450,0,130390.0
3033100,3.450,0,130390.0
3038200,3.450,0,130390.0
3043300,3.450,0,130390.0
3048400,3.450,0,130390.0
3053500,3.450,0,130390.0
3058600,3.450,0,130390.0
3063700,3.450,0,130390.0
3068800,3.450,0,130390.0
3073900,3.450,0,130390.0
3079000,3.450,0,130390.0
3084100,3.450,0,130390.0
3089200,3.450,0,130390.0
3094300,3.450,0,130390.0
3099400,3.450,0,130390.0
3104500,3.450,0,130390.0
3109600,3.450,0,130390.0
3114700,3.450,0,130390.0
3119800,3.450,0,130390.0
3124900,3.450,0,130390.0
3130000,3.450,0,130390.0
3135100,3.450,0,130390.0
3140200,3.450,0,130390.0
3145300,3.450,0,130390.0
3150400,3.450,0,130390.0
3155503,3.450,0,130390.0
3160603,3.450,0,130390.0
3165703,3.450,0,130390.0
3170803,3.450,0,130390.0
3175903,3.450,0,130390.0
3181003,3.450,0,130390.0
