time_ms,depth_m,gas_idx,pa
8054,1.679,0,112573.3
13154,3.424,0,130132.0
18254,5.103,0,147015.3
23354,6.849,0,164574.0
28454,8.528,0,181457.3
33554,10.273,0,199016.0
38654,11.952,0,215899.3
43754,13.698,0,233458.0
48854,15.376,0,250341.3
53954,17.122,0,267900.0
59054,18.801,0,284783.3
64182,20.547,0,302342.0
69282,22.292,0,319900.7
74382,23.971,0,336784.0
79482,25.717,0,354342.7
84582,27.396,0,371226.0
89682,29.141,0,388784.7
94782,30.820,0,405668.0
99882,32.566,0,423226.7
104982,34.244,0,440110.0
110082,35.990,0,457668.7
115182,37.669,0,474552.0
120282,39.415,0,492110.7
125406,41.093,0,508994.0
130506,42.839,0,526552.6
135606,44.518,0,543436.0
140706,46.264,0,560994.6
145806,47.942,0,577878.0
150906,49.688,0,595436.7
156006,51.367,0,612320.0
161106,53.112,0,629878.7
166206,54.791,0,646762.0
171306,56.537,0,664320.7
176406,58.215,0,681204.0
181506,59.961,0,698762.7
186630,61.640,0,715646.0
191730,63.386,0,733204.7
196830,65.064,0,750088.0
201930,66.810,0,767646.7
207030,68.489,0,784530.0
212130,70.235,0,802088.7
217230,71.913,0,818972.0
222330,73.659,0,836530.6
227430,75.338,0,853414.0
232530,77.083,0,870972.6
237630,78.762,0,887856.0
242730,80.508,0,905414.6
247854,82.187,0,922298.0
252954,83.932,0,939856.6
258054,85.611,0,956740.0
263154,87.357,0,974298.6
268254,89.035,0,991182.0
273354,90.655,0,1007466.4
278454,90.749,0,1008420.6
283554,90.848,0,1009409.9
288654,90.942,0,1010355.5
293754,91.039,0,1011330.3
298854,91.131,0,1012256.8
303954,91.225,0,1013205.9
309054,91.314,0,1014102.4
314154,91.405,0,1015015.2
319254,91.490,0,1015871.5
324354,91.576,0,1016737.5
329454,91.657,0,1017544.1
334554,91.737,0,1018353.3
339654,91.811,0,1019100.8
344754,91.885,0,1019844.2
349854,91.953,0,1020524.1
354954,92.019,0,1021193.1
360054,92.079,0,1021797.7
365158,92.138,0,1022384.6
370258,92.190,0,1022907.0
375358,92.239,0,1023405.2
380458,92.282,0,1023839.5
385558,92.323,0,1024243.2
390658,92.357,0,1024584.6
395758,92.387,0,1024889.3
400858,92.411,0,1025133.5
405958,92.431,0,1025335.9
411058,92.446,0,1025480.2
416158,92.455,0,1025577.8
421258,92.460,0,1025620.8
426358,92.459,0,1025612.4
431458,92.453,0,1025553.4
436558,92.442,0,1025439.4
441658,92.426,0,1025279.2
446758,92.404,0,1025060.6
451858,92.378,0,1024801.1
456958,92.346,0,1024480.4
462058,92.311,0,1024124.4
467158,92.269,0,1023705.4
472258,92.225,0,1023257.0
477358,92.174,0,1022744.4
482458,92.120,0,1022208.6
487558,92.061,0,1021608.4
492658,91.999,0,1020991.5
497758,91.932,0,1020310.4
502858,91.863,0,1019619.2
507958,91.788,0,1018865.0
