time_ms,depth_m,pa
4585,0.551,101552.7
5401,0.826,104254.0
5809,0.964,105604.7
6421,1.171,107630.7
7033,1.377,109656.7
7441,1.515,111007.3
8053,1.722,113033.3
8665,1.928,115059.3
9073,2.066,116410.0
9685,2.341,119111.3
10297,2.548,121137.3
11929,3.099,126540.0
12337,3.237,127890.7
12949,3.443,129916.7
13561,3.650,131942.7
13969,3.788,133293.3
15193,4.201,137345.3
15601,4.338,138696.0
16825,4.752,142748.0
17845,5.096,146124.7
18457,5.303,148150.7
20089,5.922,154228.7
20497,6.060,155579.3
21109,6.267,157605.3
21721,6.473,159631.3
22741,6.818,163008.0
23353,7.024,165034.0
23761,7.162,166384.7
24169,7.300,167735.3
24781,7.506,169761.3
25393,7.713,171787.3
26413,8.057,175164.0
27025,8.264,177190.0
27433,8.402,178540.7
28657,8.815,182592.7
29065,8.952,183943.3
29677,9.228,186644.7
30289,9.434,188670.7
30697,9.572,190021.3
31309,9.779,192047.3
31921,9.985,194073.3
33145,10.399,198125.3
33553,10.536,199476.0
34369,10.812,202177.3
34777,10.950,203528.0
35389,11.156,205554.0
36001,11.363,207580.0
37837,11.982,213658.0
38449,12.189,215684.0
38857,12.327,217034.7
39673,12.602,219736.0
40081,12.809,221762.0
40897,13.084,224463.3
41917,13.429,227840.0
42529,13.635,229866.0
43141,13.842,231892.0
43753,14.048,233918.0
44365,14.255,235944.0
44977,14.462,237970.0
45385,14.599,239320.7
46201,14.875,242022.0
46609,15.013,243372.7
47425,15.288,246074.0
47833,15.426,247424.7
48445,15.632,249450.7
49057,15.839,251476.7
50281,16.321,256204.0
51505,16.734,260256.0
51913,16.872,261606.7
52729,17.147,264308.0
53137,17.285,265658.7
53953,17.561,268360.0
54361,17.698,269710.7
54973,17.905,271736.7
55585,18.111,273762.7
56809,18.525,277814.7
57217,18.662,279165.3
58033,18.938,281866.7
58441,19.076,283217.3
59257,19.351,285918.7
60277,19.764,289970.7
62113,20.384,296048.7
62725,20.591,298074.7
63341,20.797,300100.7
63982,21.004,302126.7
65206,21.417,306178.7
65818,21.624,308204.7
67042,22.037,312256.7
67450,22.174,313607.3
68266,22.450,316308.7
69286,22.863,320360.7
70510,23.276,324412.7
71122,23.483,326438.7
72346,23.896,330490.7
72754,24.034,331841.3
73570,24.309,334542.7
74794,24.722,338594.7
