time_ms,pa_flash,pa_profile,pa_diff,depth_flash_m,depth_profile_m,depth_diff_m,gas_idx
22945,163683.3,163683.3,-0.0,6.357,6.357,-0.000,0
43141,231892.0,231892.0,0.0,13.310,13.310,0.000,0
63341,300100.7,300100.7,0.0,20.263,20.263,0.000,0
83362,367634.0,367634.0,0.0,27.147,27.147,0.000,0
103558,435842.7,435842.7,0.0,34.100,34.100,0.000,0
123574,503376.0,503402.0,-26.0,40.984,40.986,-0.003,0
143770,571584.6,571584.6,0.0,47.937,47.937,0.000,0
163970,603427.1,603427.1,-0.0,51.183,51.183,-0.000,0
184166,604839.1,604839.1,0.0,51.327,51.327,0.000,0
204362,606207.6,606207.5,0.1,51.466,51.466,0.000,0
224558,607505.4,607505.4,0.0,51.598,51.598,0.000,0
244754,608706.8,608706.8,0.1,51.721,51.721,0.000,0
264950,609787.9,609787.9,-0.0,51.831,51.831,-0.000,0
285146,610727.4,610727.4,0.0,51.927,51.927,0.000,0
305342,611506.5,611506.5,0.0,52.006,52.006,0.000,0
325538,612109.8,612109.8,0.0,52.068,52.068,0.000,0
345734,612525.1,612525.1,0.0,52.110,52.110,0.000,0
365930,612744.5,612744.4,0.1,52.132,52.132,0.000,0
386126,612763.4,612763.4,0.0,52.134,52.134,0.000,0
406322,612581.5,612581.5,0.0,52.116,52.116,0.000,0
426518,612202.5,612202.4,0.1,52.077,52.077,0.000,0
446714,611633.8,611633.8,0.1,52.019,52.019,0.000,0
466910,610886.8,610886.7,0.1,51.943,51.943,0.000,0
487109,609976.1,609976.1,0.0,51.850,51.850,0.000,0
507305,608920.1,608920.1,0.0,51.743,51.743,0.000,0
527501,607739.4,607739.5,-0.1,51.622,51.622,-0.000,0
547697,606457.9,606457.9,0.0,51.492,51.492,0.000,0
567893,605100.7,605100.7,0.0,51.353,51.353,0.000,0
588089,603694.8,603694.9,-0.1,51.210,51.210,-0.000,0
608285,602268.2,602268.2,0.0,51.065,51.065,0.000,0
628481,600849.2,600849.2,0.0,50.920,50.920,0.000,0
648677,599465.9,599465.9,0.0,50.779,50.779,0.000,0
668873,598158.5,598152.2,6.3,50.646,50.645,0.001,0
689069,596926.9,596926.9,0.0,50.520,50.520,0.000,0
709265,595808.9,595808.9,0.0,50.406,50.406,0.000,0
729461,594826.7,594826.7,0.0,50.306,50.306,0.000,0
749657,593999.9,593999.8,0.1,50.222,50.222,0.000,0
769853,593344.8,593344.8,0.0,50.155,50.155,0.000,0
790049,592874.4,592874.4,0.0,50.107,50.107,0.000,0
810245,592598.1,592598.2,-0.1,50.079,50.079,-0.000,0
830444,592521.4,592521.4,0.0,50.071,50.071,0.000,0
850640,592645.9,592645.9,0.0,50.084,50.084,0.000,0
870836,592968.9,592968.9,0.0,50.117,50.117,0.000,0
891032,593484.1,593484.1,0.0,50.169,50.169,0.000,0
911228,594181.3,594181.3,-0.0,50.240,50.240,-0.000,0
931424,595046.8,595046.8,0.0,50.328,50.328,0.000,0
951620,596063.0,596063.0,0.0,50.432,50.432,0.000,0
971816,597210.1,597210.1,-0.0,50.549,50.549,-0.000,0
992012,598465.2,598465.2,-0.1,50.677,50.677,-0.000,0
1012208,599803.5,599803.4,0.1,50.813,50.813,0.000,0
1032404,601198.2,601198.2,0.0,50.955,50.955,0.000,0
1052600,602621.8,602621.8,0.0,51.101,51.101,0.000,0
1072796,561053.6,561053.6,0.0,46.863,46.863,0.000,0
1092992,513506.1,513506.2,-0.1,42.016,42.016,-0.000,0
1113188,454064.4,454064.4,0.0,35.957,35.957,0.000,0
1121756,415905.0,415905.0,0.0,32.067,32.067,0.000,0
1127264,385135.6,388648.5,-3512.9,28.931,29.289,-0.358,0
1132364,339073.8,339073.8,0.0,24.235,24.235,0.000,0
1137464,240442.8,240442.9,-0.1,14.181,14.181,-0.000,0
1157663,221560.0,221560.0,0.0,12.256,12.256,0.000,0
1177859,221560.0,221560.0,0.0,12.256,12.256,0.000,0
1198055,221560.0,221560.0,0.0,12.256,12.256,0.000,0
1218251,221560.0,221560.0,0.0,12.256,12.256,0.000,0
1238447,221560.0,221560.0,0.0,12.256,12.256,0.000,0
1258643,219128.8,219128.8,0.0,12.009,12.009,0.000,0
1299042,191170.0,191170.0,0.0,9.159,9.159,0.000,0
1359630,191170.0,191170.0,0.0,9.159,9.159,0.000,0
1379826,191170.0,191170.0,0.0,9.159,9.159,0.000,0
1400022,191170.0,191170.0,0.0,9.159,9.159,0.000,0
1420218,191170.0,191170.0,0.0,9.159,9.159,0.000,0
1440414,183572.5,183572.5,0.0,8.384,8.384,0.000,0
1445514,160780.0,160780.0,0.0,6.061,6.061,0.000,0
1465710,160780.0,160780.0,0.0,6.061,6.061,0.000,0
1485906,160780.0,160780.0,0.0,6.061,6.061,0.000,0
1506102,160780.0,160780.0,0.0,6.061,6.061,0.000,0
1526298,160780.0,160780.0,0.0,6.061,6.061,0.000,0
1546494,160780.0,160780.0,0.0,6.061,6.061,0.000,0
1566690,160780.0,160780.0,0.0,6.061,6.061,0.000,0
1607082,130390.0,130390.0,0.0,2.963,2.963,0.000,0
1627278,130390.0,130390.0,0.0,2.963,2.963,0.000,0
1647474,130390.0,130390.0,0.0,2.963,2.963,0.000,0
1667670,130390.0,130390.0,0.0,2.963,2.963,0.000,0
1687866,130390.0,130390.0,0.0,2.963,2.963,0.000,0
1728258,130390.0,130390.0,0.0,2.963,2.963,0.000,0
1748454,130390.0,130390.0,0.0,2.963,2.963,0.000,0
