time_ms,pa_flash,pa_profile,pa_diff,depth_flash_m,depth_profile_m,depth_diff_m,gas_idx
3094300,130390.0,130390.0,0.0,2.963,2.963,0.000,0
3099400,130390.0,130390.0,0.0,2.963,2.963,0.000,0
3104500,130390.0,130390.0,0.0,2.963,2.963,0.000,0
3109600,130390.0,130390.0,0.0,2.963,2.963,0.000,0
3114700,130390.0,130390.0,0.0,2.963,2.963,0.000,0
3119800,130390.0,130390.0,0.0,2.963,2.963,0.000,0
3124900,130390.0,130390.0,0.0,2.963,2.963,0.000,0
3130000,130390.0,130390.0,0.0,2.963,2.963,0.000,0
3135100,130390.0,130390.0,0.0,2.963,2.963,0.000,0
3140200,130390.0,130390.0,0.0,2.963,2.963,0.000,0
3145300,130390.0,130390.0,0.0,2.963,2.963,0.000,0
3150400,130390.0,130390.0,0.0,2.963,2.963,0.000,0
3155503,130390.0,130390.0,0.0,2.963,2.963,0.000,0
3160603,130390.0,130390.0,0.0,2.963,2.963,0.000,0
3165703,130390.0,130390.0,0.0,2.963,2.963,0.000,0
3170803,130390.0,130390.0,0.0,2.963,2.963,0.000,0
3175903,130390.0,130390.0,0.0,2.963,2.963,0.000,0
3181003,130390.0,130390.0,0.0,2.963,2.963,0.000,0
