time_ms,depth_m,gas_idx,pa
22919,6.715,0,163583.3
43115,13.496,0,231792.0
63311,20.152,0,298734.9
83507,20.499,0,302221.0
103703,20.484,0,302071.2
123899,20.123,0,298437.9
144095,19.783,0,295020.6
164291,19.811,0,295298.7
184487,20.006,0,297261.1
204683,18.262,0,279726.8
224879,16.519,0,262192.4
245075,14.776,0,244658.1
265271,13.032,0,227123.7
285467,11.289,0,209589.3
305482,9.563,0,192228.6
325678,7.819,0,174694.2
345874,6.076,0,157159.9
366070,4.333,0,139625.5
386266,2.589,0,122091.1
406462,0.846,0,104556.8
