time_ms,depth_m,pa
4559,0.551,101452.7
4763,0.620,102128.0
5375,0.826,104154.0
5783,0.964,105504.7
6395,1.171,107530.7
7007,1.377,109556.7
7415,1.515,110907.3
8027,1.722,112933.3
8639,1.928,114959.3
9047,2.066,116310.0
9659,2.341,119011.3
10271,2.548,121037.3
11291,2.892,124414.0
11903,3.099,126440.0
13535,3.650,131842.7
13943,3.788,133193.3
15167,4.201,137245.3
16799,4.752,142648.0
17207,4.889,143998.7
17615,5.027,145349.3
18839,5.440,149401.3
19247,5.578,150752.0
20471,6.060,155479.3
20879,6.198,156830.0
22103,6.611,160882.0
22511,6.749,162232.7
23123,6.955,164258.7
23735,7.162,166284.7
25367,7.713,171687.3
26999,8.264,177090.0
27407,8.402,178440.7
28019,8.608,180466.7
28631,8.815,182492.7
29039,8.952,183843.3
29651,9.159,185869.3
30263,9.434,188570.7
30671,9.572,189921.3
31079,9.710,191272.0
32303,10.123,195324.0
32915,10.330,197350.0
33527,10.536,199376.0
34139,10.743,201402.0
34751,10.950,203428.0
35159,11.087,204778.7
35975,11.363,207480.0
37199,11.776,211532.0
38219,12.120,214908.7
38831,12.327,216934.7
39443,12.533,218960.7
40055,12.809,221662.0
41279,13.222,225714.0
42503,13.635,229766.0
42911,13.773,231116.7
44747,14.393,237194.7
45971,14.806,241246.7
46583,15.013,243272.7
46991,15.150,244623.3
47807,15.426,247324.7
48827,15.770,250701.3
49439,15.977,252727.3
50663,16.459,257454.7
51275,16.665,259480.7
51887,16.872,261506.7
53111,17.285,265558.7
54335,17.698,269610.7
54743,17.836,270961.3
56579,18.456,277039.3
57191,18.662,279065.3
58415,19.076,283117.3
59639,19.489,287169.3
60047,19.626,288520.0
60659,19.902,291221.3
61271,20.109,293247.3
62495,20.522,297299.3
63515,20.672,298777.3
63923,20.681,298862.1
64331,20.690,298946.8
64739,20.698,299031.3
65147,20.707,299115.7
65555,20.716,299199.9
65963,20.724,299283.9
66371,20.733,299367.6
66779,20.741,299450.9
67187,20.750,299533.9
67799,20.762,299657.7
68207,20.771,299739.7
68615,20.779,299821.1
69023,20.787,299902.1
69431,20.795,299982.6
69839,20.803,300062.4
70247,20.812,300141.6
70655,20.824,300259.2
71063,20.831,300336.8
71471,20.839,300413.6
71879,20.847,300489.6
72287,20.855,300564.8
72695,20.862,300639.1
73103,20.870,300712.6
73511,20.877,300785.2
73919,20.884,300856.9
74327,20.892,300927.6
74735,20.899,300997.2
75143,20.906,301065.9
75551,20.913,301133.5
75959,20.919,301200.0
76367,20.926,301265.4
76775,20.933,301329.6
77183,20.939,301392.7
77591,20.945,301454.6
77999,20.952,301515.2
78407,20.958,301574.6
78815,20.964,301632.7
79223,20.969,301689.4
79631,20.975,301744.9
80039,20.981,301799.0
80447,20.986,301851.7
80855,20.994,301928.1
81263,20.999,301977.3
81671,21.004,302025.0
82079,21.008,302071.2
82487,21.013,302115.9
82895,21.017,302159.1
83303,21.022,302200.8
83711,21.026,302240.9
84119,21.030,302279.4
84527,21.033,302316.4
84935,21.037,302351.7
85343,21.040,302385.4
85751,21.044,302417.5
86159,21.047,302447.9
86567,21.050,302476.6
86975,21.052,302503.7
87383,21.055,302529.1
87791,21.057,302552.8
88199,21.060,302574.7
88607,21.062,302594.9
89015,21.064,302613.4
89423,21.065,302630.2
89831,21.067,302645.2
90239,21.068,302658.5
90647,21.069,302670.1
91055,21.071,302684.0
91463,21.072,302691.1
91871,21.072,302696.4
92279,21.072,302700.0
92687,21.073,302701.8
93095,21.073,302701.8
93503,21.072,302700.0
93911,21.072,302696.4
94319,21.072,302691.1
94727,21.071,302684.0
95135,21.070,302675.1
95543,21.069,302664.5
95951,21.068,302652.1
96359,21.066,302638.0
96767,21.064,302622.1
97175,21.063,302604.4
97583,21.061,302585.0
97991,21.059,302563.9
98399,21.056,302541.1
98807,21.054,302516.6
