time_ms,depth_m,pa
4568,0.551,100832.7
4772,0.620,101508.0
5384,0.826,103534.0
5792,0.964,104884.7
7016,1.377,108936.7
7424,1.515,110287.3
8036,1.722,112313.3
8648,1.928,114339.3
10280,2.548,120417.3
10688,2.686,121768.0
11300,2.892,123794.0
11912,3.099,125820.0
12320,3.237,127170.7
12932,3.443,129196.7
13544,3.650,131222.7
13952,3.788,132573.3
15176,4.201,136625.3
16808,4.752,142028.0
17216,4.889,143378.7
17828,5.096,145404.7
18440,5.303,147430.7
20072,5.922,153508.7
20480,6.060,154859.3
20888,6.198,156210.0
21500,6.404,158236.0
22112,6.611,160262.0
22520,6.749,161612.7
23132,6.955,163638.7
23744,7.162,165664.7
24764,7.506,169041.3
25376,7.713,171067.3
25784,7.851,172418.0
26396,8.057,174444.0
27008,8.264,176470.0
27416,8.402,177820.7
28640,8.815,181872.7
29660,9.228,185924.7
30272,9.434,187950.7
30680,9.572,189301.3
31292,9.779,191327.3
31904,9.985,193353.3
33128,10.399,197405.3
33536,10.536,198756.0
35984,11.363,206860.0
37208,11.776,210912.0
37616,11.914,212262.7
38432,12.189,214964.0
39656,12.602,219016.0
40064,12.809,221042.0
40676,13.015,223068.0
41288,13.222,225094.0
42512,13.635,229146.0
43736,14.048,233198.0
44144,14.186,234548.7
44960,14.462,237250.0
45368,14.599,238600.7
47204,15.219,244678.7
47816,15.426,246704.7
48428,15.632,248730.7
49040,15.839,250756.7
49448,15.977,252107.3
50264,16.321,255484.0
50672,16.459,256834.7
52508,17.078,262912.7
54344,17.698,268990.7
54752,17.836,270341.3
55568,18.111,273042.7
55976,18.249,274393.3
56792,18.525,277094.7
57200,18.662,278445.3
57812,18.869,280471.3
58424,19.076,282497.3
59648,19.489,286549.3
60056,19.626,287900.0
60872,19.971,291276.7
61280,20.109,292627.3
62096,20.384,295328.7
63120,20.728,298705.3
63760,20.935,300731.3
64576,21.210,303432.7
64984,21.348,304783.3
66208,21.761,308835.3
66820,21.968,310861.3
67432,22.174,312887.3
67840,22.312,314238.0
68656,22.588,316939.3
69880,23.070,321666.7
72736,24.034,331121.3
73960,24.447,335173.3
74368,24.585,336524.0
75184,24.860,339225.3
75592,24.998,340576.0
76408,25.273,343277.3
76816,25.411,344628.0
78040,25.824,348680.0
78652,26.031,350706.0
79264,26.306,353407.3
79672,26.444,354758.0
80488,26.720,357459.3
80896,26.857,358810.0
81712,27.133,361511.3
82120,27.270,362862.0
83344,27.684,366914.0
85792,28.510,375018.0
87016,28.923,379070.0
87424,29.061,380420.7
88240,29.336,383122.0
89260,29.750,387174.0
89872,29.956,389200.0
90484,30.163,391226.0
91096,30.369,393252.0
91504,30.507,394602.7
92320,30.783,397304.0
93544,31.196,401356.0
93952,31.333,402706.7
94564,31.540,404732.7
95176,31.747,406758.7
95788,31.953,408784.7
96400,32.160,410810.7
97624,32.573,414862.7
98032,32.711,416213.3
98848,32.986,418914.7
100072,33.468,423642.0
100480,33.606,424992.7
101092,33.813,427018.7
102316,34.226,431070.7
102928,34.432,433096.7
103540,34.639,435122.7
104152,34.846,437148.7
104560,34.983,438499.3
105376,35.259,441200.7
106600,35.672,445252.7
107008,35.810,446603.3
107620,36.016,448629.3
108232,36.223,450655.3
109456,36.636,454707.3
109864,36.843,456733.3
110680,37.118,459434.7
111904,37.531,463486.7
112312,37.669,464837.3
113128,37.945,467538.7
115372,38.702,474967.3
115984,38.909,476993.3
116392,39.046,478344.0
117208,39.322,481045.3
117616,39.460,482396.0
118432,39.735,485097.3
118840,39.873,486448.0
119452,40.079,488474.0
121288,40.768,495227.3
121900,40.975,497253.3
122512,41.181,499279.3
122920,41.319,500630.0
123760,41.594,503331.3
124984,42.008,507383.3
126208,42.421,511435.3
127432,42.834,515487.3
129064,43.454,521565.3
129676,43.660,523591.3
130288,43.867,525617.4
131512,44.280,529669.4
132736,44.693,533721.3
133960,45.106,537773.4
134368,45.244,539124.0
134980,45.451,541150.0
135592,45.657,543176.0
136816,46.071,547228.0
137428,46.277,549254.0
138040,46.484,551280.0
138448,46.621,552630.7
139264,46.966,556007.4
139672,47.104,557358.0
140488,47.379,560059.3
142732,48.137,567488.0
143344,48.343,569514.0
143956,48.550,571540.0
144568,48.756,573566.0
144976,48.894,574916.6
145792,49.169,577618.0
146200,49.307,578968.6
147016,49.583,581670.0
147424,49.720,583020.7
149260,50.409,589774.0
149872,50.616,591800.0
150280,50.753,593150.6
151096,51.029,595852.0
151504,51.167,597202.7
152320,51.442,599904.0
152728,51.580,601254.6
153751,51.654,601986.6
154159,51.657,602014.9
154567,51.660,602043.1
154975,51.663,602071.4
155383,51.666,602099.8
155791,51.669,602128.0
156199,51.672,602156.3
156607,51.675,602184.6
157015,51.677,602212.8
157423,51.680,602241.1
157831,51.683,602269.4
158239,51.686,602297.6
158647,51.689,602325.9
159055,51.692,602354.2
159463,51.696,602396.6
159871,51.699,602424.9
160279,51.702,602453.1
160687,51.705,602481.3
161095,51.708,602509.6
161503,51.711,602537.9
161911,51.713,602566.1
162319,51.716,602594.2
