time_ms,pa_flash,pa_profile,pa_diff,depth_flash_m,depth_profile_m,depth_diff_m,gas_idx
22929,162563.3,162563.4,-0.1,6.242,6.242,-0.000,0
43125,230772.0,230772.0,0.0,13.195,13.195,0.000,0
63325,298980.7,298965.5,15.2,20.148,20.147,0.002,0
83345,366514.0,366514.0,0.0,27.033,27.033,0.000,0
103541,434722.7,434722.7,0.0,33.985,33.985,0.000,0
123557,502256.0,502275.3,-19.3,40.870,40.872,-0.002,0
143753,570464.6,570464.7,-0.1,47.823,47.823,-0.000,0
163953,638673.4,638673.4,0.0,54.776,54.776,0.000,0
183968,706206.7,706231.1,-24.4,61.660,61.662,-0.002,0
204164,774415.3,774415.3,0.0,68.613,68.613,0.000,0
224360,842624.0,842624.0,-0.0,75.566,75.566,-0.000,0
244375,910157.3,910182.2,-24.9,82.450,82.452,-0.003,0
264571,978366.0,978366.0,0.0,89.403,89.403,0.000,0
284767,1008977.4,1008977.3,0.1,92.523,92.523,0.000,0
304963,1012726.6,1012726.6,0.0,92.905,92.905,0.000,0
325159,1016208.4,1016208.4,0.0,93.260,93.260,0.000,0
345355,1019267.6,1019267.6,-0.0,93.572,93.572,-0.000,0
365551,1021767.9,1021767.9,0.0,93.827,93.827,0.000,0
385747,1023597.8,1023597.8,0.1,94.014,94.014,0.000,0
405943,1024675.9,1024675.9,0.0,94.123,94.123,0.000,0
426139,1024953.8,1024953.7,0.2,94.152,94.152,0.000,0
446335,1024419.2,1024419.2,-0.1,94.097,94.097,-0.000,0
466533,1023096.2,1023096.2,0.0,93.962,93.962,0.000,0
486729,1021043.6,1021043.5,0.1,93.753,93.753,0.000,0
506925,1018352.8,1018352.6,0.2,93.479,93.479,0.000,0
527121,1015143.9,1015143.9,0.0,93.152,93.152,0.000,0
547317,1011559.9,1011559.9,-0.0,92.786,92.786,-0.000,0
567513,1007760.6,1007760.6,0.0,92.399,92.399,0.000,0
587709,1003915.3,1003915.3,0.0,92.007,92.007,0.000,0
607905,1000195.6,1000195.6,0.0,91.628,91.628,0.000,0
628101,996767.0,996767.1,-0.1,91.278,91.278,-0.000,0
648297,993782.8,993782.8,0.1,90.974,90.974,0.000,0
668493,991375.6,991375.6,-0.0,90.729,90.729,-0.000,0
688689,989652.9,989653.0,-0.1,90.553,90.553,-0.000,0
708885,988691.6,988691.6,-0.0,90.455,90.455,-0.000,0
729081,988534.4,988534.4,-0.0,90.439,90.439,-0.000,0
749277,989188.4,989188.4,-0.0,90.506,90.506,-0.000,0
769473,990624.4,990624.4,-0.0,90.652,90.652,-0.000,0
789673,992778.4,992778.4,0.0,90.872,90.872,0.000,0
809674,995524.1,995524.1,0.0,91.152,91.152,0.000,0
829870,998794.0,998794.0,0.0,91.485,91.485,0.000,0
849871,1002380.6,1002380.6,0.0,91.851,91.851,0.000,0
870067,1006195.4,1006195.4,0.0,92.240,92.240,0.000,0
890087,975771.0,975771.0,0.0,89.138,89.138,0.000,0
910153,938963.1,938963.1,0.0,85.386,85.386,0.000,0
930175,901070.2,901070.2,0.0,81.523,81.523,0.000,0
950182,861671.9,861671.9,0.0,77.507,77.507,0.000,0
970218,820104.8,820104.8,0.0,73.270,73.270,0.000,0
990225,775391.5,775391.5,-0.0,68.712,68.712,-0.000,0
1010236,725207.7,725207.8,-0.1,63.597,63.597,-0.000,0
1030257,663717.6,663572.2,145.4,57.329,57.314,0.015,0
1050279,565861.8,572441.4,-6579.6,47.353,48.024,-0.671,0
1056195,520128.0,520128.0,-0.0,42.691,42.691,-0.000,0
1061310,449780.2,449780.2,0.0,35.520,35.520,0.000,0
1066410,373510.0,373510.0,0.0,27.746,27.746,0.000,0
1106802,373510.0,373510.0,0.0,27.746,27.746,0.000,0
1126998,373510.0,373510.0,0.0,27.746,27.746,0.000,0
1147196,373510.0,373510.0,0.0,27.746,27.746,0.000,0
1167392,373510.0,373510.0,0.0,27.746,27.746,0.000,0
1187588,359834.5,359834.5,0.0,26.352,26.352,0.000,0
1207641,343120.0,343120.0,0.0,24.648,24.648,0.000,0
1227837,343120.0,343120.0,0.0,24.648,24.648,0.000,0
1248033,343120.0,343120.0,0.0,24.648,24.648,0.000,0
1268229,343120.0,343120.0,0.0,24.648,24.648,0.000,0
1308446,332787.4,332787.4,0.0,23.595,23.595,0.000,0
1328642,312730.0,312730.0,0.0,21.550,21.550,0.000,0
1348838,312730.0,312730.0,0.0,21.550,21.550,0.000,0
1369034,306955.9,306955.9,0.0,20.961,20.961,0.000,0
1409244,312730.0,312730.0,0.0,21.550,21.550,0.000,0
1429440,295407.7,295407.7,0.0,19.784,19.784,0.000,0
1449636,311210.5,311210.5,0.0,21.395,21.395,0.000,0
1469832,282340.0,282340.0,0.0,18.452,18.452,0.000,0
1490028,282340.0,282340.0,0.0,18.452,18.452,0.000,0
1530231,282340.0,282340.0,0.0,18.452,18.452,0.000,0
1550427,275958.1,275958.1,0.0,17.802,17.802,0.000,0
1570623,282340.0,282340.0,0.0,18.452,18.452,0.000,0
1590819,261370.9,261370.9,0.0,16.315,16.315,0.000,0
1630872,251950.0,251950.0,0.0,15.354,15.354,0.000,0
1651068,247695.4,247695.4,0.0,14.921,14.921,0.000,0
1691108,251950.0,251950.0,0.0,15.354,15.354,0.000,0
1711304,235843.3,235843.3,0.0,13.712,13.712,0.000,0
1731500,251342.2,251342.2,0.0,15.292,15.292,0.000,0
1751570,221560.0,221560.0,0.0,12.256,12.256,0.000,0
1771766,221560.0,221560.0,0.0,12.256,12.256,0.000,0
1791962,221560.0,221560.0,0.0,12.256,12.256,0.000,0
1812158,221560.0,221560.0,0.0,12.256,12.256,0.000,0
1852550,221560.0,221560.0,0.0,12.256,12.256,0.000,0
1872750,221560.0,221560.0,0.0,12.256,12.256,0.000,0
1892946,212443.0,212443.0,0.0,11.327,11.327,0.000,0
1912984,191170.0,191170.0,0.0,9.159,9.159,0.000,0
1933180,191170.0,191170.0,0.0,9.159,9.159,0.000,0
1953376,191170.0,191170.0,0.0,9.159,9.159,0.000,0
1973572,191170.0,191170.0,0.0,9.159,9.159,0.000,0
1993768,191170.0,191170.0,0.0,9.159,9.159,0.000,0
2013964,191170.0,191170.0,0.0,9.159,9.159,0.000,0
2034160,191170.0,191170.0,0.0,9.159,9.159,0.000,0
2054356,191170.0,191170.0,0.0,9.159,9.159,0.000,0
2074552,191170.0,191170.0,0.0,9.159,9.159,0.000,0
2094748,191170.0,191170.0,0.0,9.159,9.159,0.000,0
2114944,191170.0,191170.0,0.0,9.159,9.159,0.000,0
2135140,191170.0,191170.0,0.0,9.159,9.159,0.000,0
2155336,191170.0,191170.0,0.0,9.159,9.159,0.000,0
2175532,191170.0,191170.0,0.0,9.159,9.159,0.000,0
2195728,191170.0,191170.0,0.0,9.159,9.159,0.000,0
2215924,160780.0,160780.0,0.0,6.061,6.061,0.000,0
2236120,160780.0,160780.0,0.0,6.061,6.061,0.000,0
2256316,160780.0,160780.0,0.0,6.061,6.061,0.000,0
2276512,160780.0,160780.0,0.0,6.061,6.061,0.000,0
2296712,160780.0,160780.0,0.0,6.061,6.061,0.000,0
2316908,160780.0,160780.0,0.0,6.061,6.061,0.000,0
2337104,160780.0,160780.0,0.0,6.061,6.061,0.000,0
2357300,160780.0,160780.0,0.0,6.061,6.061,0.000,0
2377496,160780.0,160780.0,0.0,6.061,6.061,0.000,0
2397692,160780.0,160780.0,0.0,6.061,6.061,0.000,0
2417888,160780.0,160780.0,0.0,6.061,6.061,0.000,0
2438084,160780.0,160780.0,0.0,6.061,6.061,0.000,0
2458280,160780.0,160780.0,0.0,6.061,6.061,0.000,0
2498672,160780.0,160780.0,0.0,6.061,6.061,0.000,0
2539064,160780.0,160780.0,0.0,6.061,6.061,0.000,0
2559260,160780.0,160780.0,0.0,6.061,6.061,0.000,0
2579456,160780.0,160780.0,0.0,6.061,6.061,0.000,0
2599652,160780.0,160780.0,0.0,6.061,6.061,0.000,0
2640047,160780.0,160780.0,0.0,6.061,6.061,0.000,0
