time_ms,pa_flash,pa_profile,pa_diff,depth_flash_m,depth_profile_m,depth_diff_m,gas_idx
8062,112793.3,112793.3,0.0,1.169,1.169,0.000,0
13162,130352.0,130352.0,-0.0,2.959,2.959,-0.000,0
18262,147235.3,147235.4,-0.1,4.680,4.680,-0.000,0
23362,164794.0,164794.0,0.0,6.470,6.470,0.000,0
28462,181677.3,181677.4,-0.1,8.191,8.191,-0.000,0
33562,199236.0,199236.0,0.0,9.981,9.981,0.000,0
38662,216119.3,216119.3,-0.0,11.702,11.702,-0.000,0
43762,233678.0,233678.0,0.0,13.492,13.492,0.000,0
48862,250561.3,250561.4,-0.1,15.213,15.213,-0.000,0
53962,268120.0,268120.0,0.0,17.003,17.003,0.000,0
59062,285003.3,285153.4,-150.1,18.724,18.739,-0.015,0
64190,302562.0,302562.0,0.0,20.513,20.513,0.000,0
69290,320120.7,319895.6,225.1,22.303,22.280,0.023,0
74390,337004.0,337004.0,-0.0,24.024,24.024,-0.000,0
79490,354562.7,354562.7,0.0,25.814,25.814,0.000,0
84590,371446.0,371446.0,0.0,27.535,27.535,0.000,0
89690,389004.7,389004.7,0.0,29.325,29.325,0.000,0
94790,405888.0,405888.0,0.0,31.046,31.046,0.000,0
99890,423446.7,423071.5,375.2,32.836,32.798,0.038,0
104990,440330.0,440330.0,0.0,34.557,34.557,0.000,0
110090,457888.7,457888.7,0.0,36.347,36.347,0.000,0
115190,474772.0,474772.0,0.0,38.068,38.068,0.000,0
120290,492330.7,492105.6,225.1,39.858,39.835,0.023,0
125415,509214.0,509214.0,0.0,41.579,41.579,0.000,0
130515,526772.6,526772.7,-0.1,43.369,43.369,-0.000,0
135615,543656.0,543655.9,0.1,45.090,45.090,0.000,0
140715,561214.6,561214.7,-0.1,46.880,46.880,-0.000,0
145815,578098.0,578097.9,0.1,48.601,48.601,0.000,0
150915,595656.7,595656.7,0.0,50.391,50.391,0.000,0
156019,602622.2,602622.2,0.0,51.101,51.101,0.000,0
161119,602989.6,602989.6,-0.0,51.138,51.138,-0.000,0
166219,603342.2,603342.2,0.0,51.174,51.174,0.000,0
171319,603707.7,603707.6,0.1,51.211,51.211,0.000,0
176419,604057.5,604057.5,0.0,51.247,51.247,0.000,0
