time_ms,depth_m,gas_idx,pa
1206654,12.493,0,221560.0
1211754,12.493,0,221560.0
1216854,12.493,0,221560.0
1221954,12.493,0,221560.0
1227054,12.493,0,221560.0
1232154,12.493,0,221560.0
1237254,12.493,0,221560.0
1242354,12.493,0,221560.0
1247454,12.493,0,221560.0
1252554,12.493,0,221560.0
1257654,12.493,0,221560.0
1262754,12.493,0,221560.0
1267854,12.493,0,221560.0
1272954,12.493,0,221560.0
1278081,9.471,0,191170.0
1288281,9.471,0,191170.0
1293381,9.471,0,191170.0
1298481,9.471,0,191170.0
1303581,9.471,0,191170.0
1308681,9.471,0,191170.0
1313781,9.471,0,191170.0
1318881,9.471,0,191170.0
1323981,9.471,0,191170.0
1329081,9.471,0,191170.0
1334181,9.471,0,191170.0
1339281,9.471,0,191170.0
1344381,9.471,0,191170.0
1349481,9.471,0,191170.0
1354581,9.471,0,191170.0
1359681,9.471,0,191170.0
1364781,9.471,0,191170.0
1369881,9.471,0,191170.0
1374981,9.471,0,191170.0
1385181,9.471,0,191170.0
1390281,9.471,0,191170.0
1395381,9.471,0,191170.0
1400481,9.471,0,191170.0
1405581,9.471,0,191170.0
1410681,9.471,0,191170.0
1415781,9.471,0,191170.0
1420881,9.471,0,191170.0
1425981,9.471,0,191170.0
1431081,9.471,0,191170.0
1436181,6.450,0,160780.0
1441281,6.450,0,160780.0
1446381,6.450,0,160780.0
1451481,6.450,0,160780.0
1456581,6.450,0,160780.0
1461681,6.450,0,160780.0
1466781,6.450,0,160780.0
1471881,6.450,0,160780.0
1476981,6.450,0,160780.0
1482081,6.450,0,160780.0
1487181,6.450,0,160780.0
1492281,6.450,0,160780.0
1497381,6.450,0,160780.0
1502481,6.450,0,160780.0
1507581,6.450,0,160780.0
1512681,6.450,0,160780.0
1517781,6.450,0,160780.0
1522881,6.450,0,160780.0
1527981,6.450,0,160780.0
1533081,6.450,0,160780.0
1538181,6.450,0,160780.0
1543281,6.450,0,160780.0
1548381,6.450,0,160780.0
1553481,6.450,0,160780.0
1558581,6.450,0,160780.0
1563681,6.450,0,160780.0
1568781,6.450,0,160780.0
1573881,6.450,0,160780.0
1578981,6.450,0,160780.0
1584081,6.450,0,160780.0
1589181,6.450,0,160780.0
1594281,6.450,0,160780.0
