time_ms,depth_m,pa
4769,0.620,101828.0
5381,0.826,103854.0
5789,0.964,105204.7
7013,1.377,109256.7
7421,1.515,110607.3
8033,1.722,112633.3
8645,1.928,114659.3
9053,2.066,116010.0
10277,2.548,120737.3
10685,2.686,122088.0
11297,2.892,124114.0
11909,3.099,126140.0
12317,3.237,127490.7
12929,3.443,129516.7
13541,3.650,131542.7
13949,3.788,132893.3
14561,3.994,134919.3
15173,4.201,136945.3
15581,4.338,138296.0
16193,4.545,140322.0
16805,4.752,142348.0
17213,4.889,143698.7
17621,5.027,145049.3
18233,5.234,147075.3
18845,5.440,149101.3
19253,5.578,150452.0
19865,5.854,153153.3
20477,6.060,155179.3
21498,6.404,158556.0
22109,6.611,160582.0
23129,6.955,163958.7
23741,7.162,165984.7
24761,7.506,169361.3
25373,7.713,171387.3
25781,7.851,172738.0
27005,8.264,176790.0
27413,8.402,178140.7
28025,8.608,180166.7
28637,8.815,182192.7
29657,9.228,186244.7
30269,9.434,188270.7
30677,9.572,189621.3
31289,9.779,191647.3
31901,9.985,193673.3
32309,10.123,195024.0
32921,10.330,197050.0
33533,10.536,199076.0
34757,10.950,203128.0
35369,11.156,205154.0
35981,11.363,207180.0
36389,11.500,208530.7
37205,11.776,211232.0
37613,11.914,212582.7
38429,12.189,215284.0
40061,12.809,221362.0
40673,13.015,223388.0
41285,13.222,225414.0
42509,13.635,229466.0
42917,13.773,230816.7
43733,14.048,233518.0
44141,14.186,234868.7
45365,14.599,238920.7
45977,14.806,240946.7
46589,15.013,242972.7
47201,15.219,244998.7
47813,15.426,247024.7
48221,15.563,248375.3
49037,15.839,251076.7
49445,15.977,252427.3
50261,16.321,255804.0
50669,16.459,257154.7
51281,16.665,259180.7
51893,16.872,261206.7
52505,17.078,263232.7
53117,17.285,265258.7
53525,17.423,266609.3
54341,17.698,269310.7
54749,17.836,270661.3
55565,18.111,273362.7
55973,18.249,274713.3
57197,18.662,278765.3
57809,18.869,280791.3
58421,19.076,282817.3
59033,19.282,284843.3
