time_ms,depth_m,gas_idx,pa
8033,1.679,0,112633.3
13133,3.424,0,130192.0
18233,5.103,0,147075.3
23333,6.849,0,164634.0
28433,8.528,0,181517.3
33533,10.273,0,199076.0
38633,11.952,0,215959.3
43733,13.698,0,233518.0
48833,15.376,0,250401.3
53933,17.122,0,267960.0
59033,18.801,0,284843.3
64137,20.169,0,298604.4
69237,20.272,0,299642.4
74337,20.370,0,300627.6
79437,20.449,0,301417.3
84537,20.508,0,302016.4
89637,20.540,0,302338.0
94737,20.545,0,302384.0
99837,20.521,0,302147.9
104937,20.470,0,301628.1
110037,20.397,0,300900.0
115137,20.304,0,299959.2
120237,20.203,0,298941.9
125337,20.093,0,297842.1
130437,19.992,0,296819.0
135537,19.897,0,295866.5
140637,19.823,0,295122.5
145737,19.769,0,294582.6
155937,19.746,0,294347.9
161037,19.776,0,294648.3
166137,19.833,0,295227.9
171237,19.910,0,296002.8
176337,20.007,0,296977.4
181437,20.110,0,298010.9
186537,19.833,0,295225.1
191637,19.402,0,290884.9
196737,18.953,0,286371.1
201837,18.521,0,282030.9
206937,18.072,0,277517.1
212037,17.641,0,273176.9
217137,17.192,0,268663.1
222237,16.761,0,264322.9
227337,16.312,0,259809.1
232437,15.880,0,255468.9
237537,15.431,0,250955.1
242637,15.000,0,246615.0
247737,14.551,0,242101.2
252837,14.120,0,237761.0
257937,13.671,0,233247.2
263037,13.239,0,228907.0
268137,12.791,0,224393.2
273237,12.359,0,220053.0
278337,11.910,0,215539.2
283437,11.479,0,211199.0
288537,11.030,0,206685.2
293637,10.598,0,202345.0
298737,10.150,0,197831.2
303837,9.718,0,193491.1
308960,9.269,0,188977.2
314060,8.820,0,184463.5
319160,8.389,0,180123.3
324260,7.940,0,175609.5
329360,7.509,0,171269.3
334460,7.060,0,166755.5
339560,6.628,0,162415.3
344660,6.179,0,157901.5
349760,5.748,0,153561.3
354860,5.299,0,149047.5
359960,4.868,0,144707.3
365060,4.419,0,140193.5
370160,3.987,0,135853.3
375260,3.539,0,131339.5
380360,3.107,0,126999.4
385460,2.658,0,122485.6
390560,2.227,0,118145.4
395660,1.778,0,113631.6
400760,1.346,0,109291.4
405860,0.898,0,104777.6
