time_ms,pa_flash,pa_profile,pa_diff,depth_flash_m,depth_profile_m,depth_diff_m,gas_idx
22929,164083.3,164083.4,-0.1,6.397,6.397,-0.000,0
43125,232292.0,232292.0,-0.0,13.350,13.350,-0.000,0
63325,299234.9,299234.8,0.1,20.174,20.174,0.000,0
83521,302721.0,302720.8,0.2,20.530,20.530,0.000,0
103717,302571.2,302571.2,0.0,20.514,20.514,0.000,0
123913,298937.9,298938.0,-0.1,20.144,20.144,-0.000,0
164305,295798.7,295798.8,-0.1,19.824,19.824,-0.000,0
184501,297761.1,297761.2,-0.1,20.024,20.024,-0.000,0
204697,280226.8,280226.8,0.0,18.237,18.237,0.000,0
224893,262692.4,262692.4,0.0,16.449,16.449,0.000,0
245089,245158.1,245158.1,0.0,14.662,14.662,0.000,0
265285,227623.7,227623.7,0.0,12.874,12.874,0.000,0
285481,210089.3,210089.3,0.0,11.087,11.087,0.000,0
305496,192728.6,192728.6,0.0,9.317,9.317,0.000,0
325692,175194.2,175194.2,0.0,7.530,7.530,0.000,0
345888,157659.9,157659.9,0.0,5.743,5.743,0.000,0
366084,140125.5,140125.5,0.0,3.955,3.955,0.000,0
386280,122591.1,122591.1,0.0,2.168,2.168,0.000,0
406476,105056.8,105056.8,0.0,0.380,0.380,0.000,0
