time_ms,depth_m,pa
4773,0.620,102628.0
5385,0.826,104654.0
6405,1.171,108030.7
7017,1.377,110056.7
7425,1.515,111407.3
8037,1.722,113433.3
8649,1.928,115459.3
9057,2.066,116810.0
9669,2.341,119511.3
10281,2.548,121537.3
10689,2.686,122888.0
11301,2.892,124914.0
11913,3.099,126940.0
12321,3.237,128290.7
13545,3.650,132342.7
14565,3.994,135719.3
15177,4.201,137745.3
15585,4.338,139096.0
16809,4.752,143148.0
17217,4.889,144498.7
17829,5.096,146524.7
18237,5.234,147875.3
18849,5.440,149901.3
20481,6.060,155979.3
21501,6.404,159356.0
22113,6.611,161382.0
23133,6.955,164758.7
23745,7.162,166784.7
24153,7.300,168135.3
25377,7.713,172187.3
27009,8.264,177590.0
28029,8.608,180966.7
28641,8.815,182992.7
29049,8.952,184343.3
30273,9.434,189070.7
31293,9.779,192447.3
31905,9.985,194473.3
32925,10.330,197850.0
33537,10.536,199876.0
35373,11.156,205954.0
35985,11.363,207980.0
36393,11.500,209330.7
37209,11.776,212032.0
37617,11.914,213382.7
38229,12.120,215408.7
38841,12.327,217434.7
39453,12.533,219460.7
40065,12.809,222162.0
40677,13.015,224188.0
41289,13.222,226214.0
41697,13.360,227564.7
42513,13.635,230266.0
42921,13.773,231616.7
43737,14.048,234318.0
44145,14.186,235668.7
45369,14.599,239720.7
45981,14.806,241746.7
46593,15.013,243772.7
47205,15.219,245798.7
47817,15.426,247824.7
48225,15.563,249175.3
49041,15.839,251876.7
49449,15.977,253227.3
50061,16.252,255928.7
50673,16.459,257954.7
51897,16.872,262006.7
53121,17.285,266058.7
53529,17.423,267409.3
54345,17.698,270110.7
55569,18.111,274162.7
55977,18.249,275513.3
56589,18.456,277539.3
57201,18.662,279565.3
58425,19.076,283617.3
58833,19.213,284968.0
59649,19.489,287669.3
60057,19.626,289020.0
60873,19.971,292396.7
61281,20.109,293747.3
62505,20.522,297799.3
63121,20.664,299192.4
63733,20.677,299319.7
64141,20.685,299404.4
64549,20.694,299489.1
64957,20.703,299573.6
65365,20.711,299657.8
65773,20.720,299741.9
65977,20.724,299783.9
66385,20.733,299867.6
66793,20.741,299950.9
67201,20.750,300033.9
67813,20.762,300157.7
68221,20.771,300239.7
68629,20.779,300321.1
69037,20.787,300402.1
69445,20.795,300482.6
69853,20.803,300562.4
70261,20.816,300681.0
70669,20.824,300759.2
71077,20.831,300836.8
71485,20.839,300913.6
71893,20.847,300989.6
72301,20.855,301064.8
72709,20.862,301139.1
73117,20.870,301212.6
73525,20.877,301285.2
73933,20.884,301356.9
74341,20.892,301427.6
74749,20.899,301497.2
75157,20.906,301565.9
75565,20.913,301633.5
75973,20.919,301700.0
76381,20.926,301765.4
76789,20.933,301829.6
77197,20.939,301892.7
77605,20.945,301954.6
78625,20.961,302103.8
79033,20.967,302161.2
79441,20.972,302217.3
79849,20.978,302272.1
80053,20.981,302299.0
80461,20.989,302377.6
80869,20.994,302428.1
81277,20.999,302477.3
81685,21.004,302525.0
82093,21.008,302571.2
82501,21.013,302615.9
82909,21.017,302659.1
83317,21.022,302700.8
83725,21.026,302740.9
84133,21.030,302779.4
84541,21.033,302816.4
84949,21.037,302851.7
85357,21.040,302885.4
85765,21.044,302917.5
86173,21.047,302947.9
86581,21.050,302976.6
86989,21.052,303003.7
87601,21.056,303041.1
88009,21.059,303063.9
88417,21.061,303085.0
88825,21.063,303104.4
89233,21.064,303122.1
89641,21.066,303138.0
89845,21.067,303145.2
90253,21.068,303158.5
90661,21.070,303175.1
91069,21.071,303184.0
91477,21.072,303191.1
91885,21.072,303196.4
92293,21.072,303200.0
92701,21.073,303201.8
93109,21.073,303201.8
93517,21.072,303200.0
93925,21.072,303196.4
94333,21.072,303191.1
94741,21.071,303184.0
95149,21.070,303175.1
95557,21.069,303164.5
95965,21.068,303152.1
96373,21.066,303138.0
96781,21.064,303122.1
97189,21.063,303104.4
97597,21.061,303085.0
98005,21.059,303063.9
98413,21.056,303041.1
98821,21.054,303016.6
99229,21.051,302990.4
99637,21.048,302962.4
100045,21.045,302932.9
100453,21.042,302901.6
100861,21.037,302851.7
101269,21.033,302816.4
101677,21.030,302779.4
102085,21.026,302740.9
